"class","layer_name_en","layer_name_ua","layer_description","geometry_type","attribute_name_en","attribute_name_ua","attribute_description","attribute_type","attribute_len","attribute_default_value","attribute_required","attribute_unique","domain","attribute_is_id"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","mega"," опис меж","Опис меж зони охорони згідно зі статтею 32 Закону України „Про охорону культурної спадщини” ","text",,,"True","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","signific","категорія","Категорія зони охорони","integer",,,"False","False","heritage_monum_significance","False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","regime","режими використання","Режими використання в межах зони охорони (до встановлення науково-проектною документацією)","text",,,"True","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","area","площа, га","Площа зони охорони в гектарах (га)","double",,,"True","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","uuid","uuid","Унікальний ідентифікатор об'єкта культурної спадщини в межах Бази геоданих, який генерується автоматично","text",38," ","True","True",,"True"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","class","класифікаційний код","Класифікаційний код згідно з Національним класифікатором об’єктів містобудування, благоустрою, будівель і споруд, який затверджується Мінінфраструктури ","text",10,,"False","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","katotth","КАТОТТГ","КАТОТТГ","text",20," ","True","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","koatuu","КОАТУУ","КОАТУУ","text",10," ","True","False",,"False"
"mkip","heritage_protect_zones_common","Зона охорони (нормативна)","Згідно зі статтею 32 Закону України „Про охорону культурної спадщини” до розроблення відповідної науково-проектної документації зони охорони становлять: у межах населених пунктів - 100 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території; за межами населених пунктів - 300 метрів від межі території пам’ятки, історико-культурного заповідника, історико-культурної заповідної території","Polygon","note","примітка","Примітка у довільній формі","text",255," ","False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","regime","режими використання","Режими використання підзони охоронної зони згідно з науково-проектною документацією","text",,,"True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","signific","категорія","Категорія підзони охоронної зони","integer",,,"True","False","heritage_monum_significance","False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","name","найменування","Повне найменування підзони охоронної зони згідно з науково-проектною документацією","text",500,,"True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","num","номер","Номер підзони охоронної зони згідно з науково-проектною документацією","text",10,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","mega","опис меж","Опис меж підзони охоронної зони згідно з науково-проектною документацією","text",,,"True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","area","площа, га","Площа підзони охоронної зони в гектарах (га)","double",,,"True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","uuid_zone","uuid охоронної зони","Унікальний ідентифікатор охоронної зони, яку уточнює підзона","text",38,,"True","False","uuid охоронної зони з класу heritage_protect_zones","False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","act_name","назва науково-проектної документації","Найменування науково-проектної (науково-дослідної) документації з визначення меж і режимів використання підзони охоронної зони","text",500,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","act_date","дата науково-проектної документації","Дата затвердження науково-проектної (науково-дослідної) документації з визначення меж і режимів використання підзони охоронної зони","Date",,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","act_num","номер рішення","Номер рішення згідно з яким затверджено межі та режими використання  підзони охоронної зони/науково-проектну (науково-дослідну) документацію з визначення меж та режимів використання підзони охоронної зони","text",10,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","act_gov","орган, що прийняв рішення","Орган, що прийняв рішення про затвердження меж та режимів використання  підзони охоронної зони/науково-проектну (науково-дослідну) документацію з визначення меж та режимів використання підзони охоронної зони","text",255,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","uuid","uuid","Унікальний ідентифікатор об'єкта культурної спадщини в межах Бази геоданих, який генерується автоматично","text",38," ","True","True",,"True"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","class","класифікаційний код","Класифікаційний код згідно з Національним класифікатором об’єктів містобудування, благоустрою, будівель і споруд, який затверджується Мінінфраструктури ","text",10,,"False","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","katotth","КАТОТТГ","КАТОТТГ","text",20," ","True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","koatuu","КОАТУУ","КОАТУУ","text",10," ","True","False",,"False"
"mkip","heritage_protect_zones_sub","Підзони охоронних зон ","Підзони, виокремлені в межах охоронної зони для виділення режиму використання території","Polygon","note","примітка","Примітка у довільній формі","text",255," ","False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","signific","категорія","Категорія пам'ятки культурної спадщини згідно зі статтею 14 Закону України „Про охорону культурної спадщини”","integer",,,"True","False","heritage_monum_significance","False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","name","найменування","Найменування пам'ятки культурної спадщини згідно з Державним реєстром нерухомих пам’яток України або найменування об'єкта культурної спадщини","text",255,,"True","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","address","місцезнаходження","Місце розташування пам'ятки культурної спадщини або об'єкта культурної спадщини","text",,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","region","регіон","Назва області, Автономна Республіка Крим або назва міста, що має спеціальний статус","text",2,,"False","False","region_list","False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","district","район","Назва району області/Автономної Республіки Крим","text",100,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","hromada","громада","Назва громади","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","settlem_type","тип населеного пункту","Тип населеного пункту","integer",,,"False","False","settlem_type","False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","settlem","населений пункт","Назва населеного пункту","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","st_type","тип вулиці","Тип вулиці","integer",,,"False","False","st_type","False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","st_name","назва вулиці","Назва вулиці","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","build","Номер будинку","Номер будинку","text",10,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","oh_num","охоронний номер","Охоронний номер пам'ятки культурної спадщини","text",20,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","oh_date","дата рішення про охорону","Дата рішення про взяття під охорону","Date",,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","oh_name","номер рішення про охорону","Номер рішення про взяття під охорону","text",20,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","oh_org","орган, що прийняв рішення про охорону","Орган, що прийняв рішення про взяття під охорону","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","num_reg","номер рішення про занесення до Державного реєстру нерухомих пам’яток України","Номер рішення про занесення до Державного реєстру нерухомих пам’яток України","text",20,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","date_reg","дата занесення до Державного реєстру нерухомих пам’яток України","Дата рішення про занесення до Державного реєстру нерухомих пам’яток України ","Date",,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","org_reg","орган, що прийняв рішення про занесення до Державного реєстру нерухомих пам’яток України","Орган, що прийняв рішення про занесення до Державного реєстру нерухомих пам’яток України","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","date","датування","Дата утворення (датування періоду існування) об'єкта культурної спадщини","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","regime","режим використання","Режим використання пам'ятки культурної спадщини згідно з науково-проектною або обліковою документацією, або охоронним договором","text",,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","regime_doc","документи, що встановлюють режим використання об'єкта культурної спадщини ","Відносне посилання на теку з документами, які встановлюють режим використання пам'ятки культурної спадщини в межах пакета  документів проектної документації","text",100,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","regime_date","дата встановлення режиму","Дата рішення про встановлення режиму використання пам'ятки культурної спадщини","Date",,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","regime_num","рішення щодо встановлення режиму","Номер рішення про встановлення режиму використання пам'ятки культурної спадщини","text",20,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","regime_org","орган, що встановив режим використання","Орган, що прийняв рішення про встановлення режиму використання пам'ятки культурної спадщини","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","ownership","форма власності","Форма власності, у якій перебуває пам'ятка або об'єкт культурної спадщини ","integer",,,"False","False","ownership","False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","owner","власник","Найменування власника пам'ятки культурної спадщини","text",255,,"False","False",,"False"
"mkip","heritage_structure","Споруда (витвір)","Твори архітектури та інженерного мистецтва, твори монументальної скульптури та монументального малярства, археологічні об'єкти культурної спадщини, печери з наявними свідченнями життєдіяльності людини, будівлі або приміщення в них, що зберегли автентичні свідчення про визначні історичні події, життя та діяльність відомих осіб, в тому числі ті, що віднесені до пам'яток культурної спадщини","Polygon","status","статус об'єкта культурної спадщини","Статус об'єкта культурної спадщини","integer",,,"True","False","heritage_monum_status","False"
